accepted_bin,obs_value,LAT,LON,TraitID,trait_short
Cecropia concolor,0.365906287797308,-15.75,-63,4,Wood density
Cedrela fissilis,0.441669458908762,-15.75,-63,4,Wood density
Ceiba pentandra,0.386623164763458,-15.75,-63,4,Wood density
Centrolobium microchaete,0.642704319381636,-15.75,-63,4,Wood density
Cordiera macrophylla,0.775208480227724,-15.75,-63,4,Wood density
Cupania cinerea,0.778906427232457,-15.75,-63,4,Wood density
Dendropanax arboreus,0.372952297490746,-15.75,-63,4,Wood density
Eugenia florida,0.702281688678399,-15.75,-63,4,Wood density
Ficus boliviana,0.410738586680913,-15.75,-63,4,Wood density
Gallesia integrifolia,0.49,-15.75,-63,4,Wood density
Guarea guidonia,0.568725288157838,-15.75,-63,4,Wood density
Heliocarpus americanus,0.283312114727274,-15.75,-63,4,Wood density
Hirtella triandra,0.639426765567116,-15.75,-63,4,Wood density
Hura crepitans,0.434341935739819,-15.75,-63,4,Wood density
Hymenaea courbaril,0.732891832229581,-15.75,-63,4,Wood density
Inga edulis,0.563528637261356,-15.75,-63,4,Wood density
Jacaratia spinosa,0.0972775413183109,-15.75,-63,4,Wood density
Licaria triandra,0.653025612084452,-15.75,-63,4,Wood density
Machaerium acutifolium,0.739705820316132,-15.75,-63,4,Wood density
Maclura tinctoria,0.652688803401498,-15.75,-63,4,Wood density
Margaritaria nobilis,0.649032237041624,-15.75,-63,4,Wood density
Neea hermaphrodita,0.32585596221959895,-15.75,-63,4,Wood density
Ocotea guianensis,0.528,-15.75,-63,4,Wood density
Ormosia nobilis,0.643788243053079,-15.75,-63,4,Wood density
Picramnia sellowii,0.6313701221789,-15.75,-63,4,Wood density
Pourouma cecropiifolia,0.411450044864271,-15.75,-63,4,Wood density
Pouteria macrophylla,0.72695552446556,-15.75,-63,4,Wood density
Pouteria nemorosa,0.634529432487179,-15.75,-63,4,Wood density
Pseudolmedia laevis,0.635529638394346,-15.75,-63,4,Wood density
Sapindus saponaria,0.710709482852283,-15.75,-63,4,Wood density
Sapium glandulosum,0.386866001869093,-15.75,-63,4,Wood density
Schizolobium parahyba,0.48,-15.75,-63,4,Wood density
Simira rubescens,0.609502589218053,-15.75,-63,4,Wood density
Spondias mombin,0.483695267432628,-15.75,-63,4,Wood density
Sweetia fruticosa,0.895164632330177,-15.75,-63,4,Wood density
Swietenia macrophylla,0.627678571428572,-15.75,-63,4,Wood density
Tabernaemontana catharinensis,0.487360907383319,-15.75,-63,4,Wood density
Terminalia oblonga,0.645598706780314,-15.75,-63,4,Wood density
Trema micrantha,0.373067986520174,-15.75,-63,4,Wood density
Triplaris americana,0.411671374087702,-15.75,-63,4,Wood density
Urera baccifera,0.31096044662345,-15.75,-63,4,Wood density
Zanthoxylum sprucei,0.480225676154558,-15.75,-63,4,Wood density
Buchenavia viridiflora,0.617078199098435,-14.57,-60.83,4,Wood density
Erisma uncinatum,0.44288756451195355,-14.57,-60.83,4,Wood density
Hevea brasiliensis,0.588190515778088,-14.57,-60.83,4,Wood density
Inga cylindrica,0.5847885421162952,-14.57,-60.83,4,Wood density
Miconia multiflora,0.585057954338147,-14.57,-60.83,4,Wood density
Miconia pyrifolia,0.5457020492880534,-14.57,-60.83,4,Wood density
Pseudolmedia laevis,0.5636028066130183,-14.57,-60.83,4,Wood density
Pseudolmedia macrophylla,0.601138363961396,-14.57,-60.83,4,Wood density
Qualea paraensis,0.5649738255810175,-14.57,-60.83,4,Wood density
Sloanea eichleri,0.6596382076637759,-14.57,-60.83,4,Wood density
Alchornea glandulosa,0.402484874941219,-14.56,-60.74,4,Wood density
Byrsonima crassifolia,0.6469960168797769,-14.56,-60.74,4,Wood density
Byrsonima crispa,0.6467740669073544,-14.56,-60.74,4,Wood density
Erisma uncinatum,0.48971034742907116,-14.56,-60.74,4,Wood density
Ficus maxima,0.42961938861555377,-14.56,-60.74,4,Wood density
Handroanthus serratifolius,0.583716441256382,-14.56,-60.74,4,Wood density
Inga cylindrica,0.54170413625815,-14.56,-60.74,4,Wood density
Inga disticha,0.68810663586848,-14.56,-60.74,4,Wood density
Inga semialata,0.5704263356985233,-14.56,-60.74,4,Wood density
Jacaranda glabra,0.292965651068828,-14.56,-60.74,4,Wood density
Machaerium biovulatum,0.823360765858602,-14.56,-60.74,4,Wood density
Metrodorea flavida,0.6668593479534074,-14.56,-60.74,4,Wood density
Pourouma guianensis,0.37207487196731964,-14.56,-60.74,4,Wood density
Pouteria glomerata,0.5830328189429461,-14.56,-60.74,4,Wood density
Turpinia occidentalis,0.4664169558043417,-14.56,-60.74,4,Wood density
Xylopia sericea,0.387217939510953,-14.56,-60.74,4,Wood density
Brosimum acutifolium,0.570257105987881,-14.55,-60.92,4,Wood density
Erisma uncinatum,0.4882580734163146,-14.55,-60.92,4,Wood density
Helicostylis tomentosa,0.423306724066981,-14.55,-60.92,4,Wood density
Hieronyma oblonga,0.5910446904081074,-14.55,-60.92,4,Wood density
Miconia multiflora,0.719253792425139,-14.55,-60.92,4,Wood density
Pourouma guianensis,0.46746982198665793,-14.55,-60.92,4,Wood density
Pseudolmedia laevis,0.44859348325669246,-14.55,-60.92,4,Wood density
Pseudolmedia macrophylla,0.5333379072381152,-14.55,-60.92,4,Wood density
Sloanea eichleri,0.560375417410333,-14.55,-60.92,4,Wood density
Inga capitata,0.444495109520795,-14.4,-61.14,4,Wood density
Inga laurina,0.6893536523894354,-14.4,-61.14,4,Wood density
Miconia poeppigii,0.5909467914866695,-14.4,-61.14,4,Wood density
Pachira insignis,0.614327345701751,-14.4,-61.14,4,Wood density
Pouteria caimito,0.695265805050948,-14.4,-61.14,4,Wood density
Lacistema aggregatum,0.509009622305337,-14.4,-61.13,4,Wood density
Licania gardneri,0.5937084709776906,-14.4,-61.13,4,Wood density
Miconia poeppigii,0.5351731387959988,-14.4,-61.13,4,Wood density
Qualea paraensis,0.5840059187687027,-14.4,-61.13,4,Wood density
Rinoreocarpus ulei,0.5865639905696232,-14.4,-61.13,4,Wood density
Vochysia mapirensis,0.405521383113949,-14.4,-61.13,4,Wood density
Capirona decorticans,0.433640104048891,-14.38,-61.14,4,Wood density
Crepidospermum goudotianum,0.5046745683963947,-14.38,-61.14,4,Wood density
Dipteryx alata,0.739944792220054,-14.38,-61.14,4,Wood density
Ecclinusa ramiflora,0.543600661638221,-14.38,-61.14,4,Wood density
Erisma uncinatum,0.44874853728126834,-14.38,-61.14,4,Wood density
Helicostylis tomentosa,0.371336626005348,-14.38,-61.14,4,Wood density
Laxoplumeria tessmannii,0.369306562982825,-14.38,-61.14,4,Wood density
Ocotea guianensis,0.470062606499212,-14.38,-61.14,4,Wood density
Pourouma guianensis,0.37467583411630906,-14.38,-61.14,4,Wood density
Pseudolmedia macrophylla,0.400904263291882,-14.38,-61.14,4,Wood density
Talisia angustifolia,0.657164324801989,-14.38,-61.14,4,Wood density
Brosimum lactescens,0.5828228196742222,-12.84,-69.28,4,Wood density
Heisteria acuminata,0.816636493757945,-12.84,-69.28,4,Wood density
Inga edulis,0.534387767512151,-12.84,-69.28,4,Wood density
Iryanthera juruensis,0.478932096146616,-12.84,-69.28,4,Wood density
Leonia glycycarpa,0.578598970697547,-12.84,-69.28,4,Wood density
Manilkara inundata,0.399113777318188,-12.84,-69.28,4,Wood density
Maquira calophylla,0.550833630917547,-12.84,-69.28,4,Wood density
Pourouma minor,0.581731799506392,-12.84,-69.28,4,Wood density
Pouteria cuspidata,0.6557371143982046,-12.84,-69.28,4,Wood density
Pseudolmedia laevis,0.5892586938574126,-12.84,-69.28,4,Wood density
Pseudolmedia macrophylla,0.5223574685173341,-12.84,-69.28,4,Wood density
Tachigali polyphylla,0.6465759918641315,-12.84,-69.28,4,Wood density
Talisia mollis,0.571931161392474,-12.84,-69.28,4,Wood density
Anthodiscus klugii,0.647852310063164,-12.83,-69.29,4,Wood density
Clarisia racemosa,0.5235965501448454,-12.83,-69.29,4,Wood density
Eschweilera coriacea,0.679378376174943,-12.83,-69.29,4,Wood density
Guarea gomma,0.461549264452026,-12.83,-69.29,4,Wood density
Inga chartacea,0.560135567118166,-12.83,-69.29,4,Wood density
Iryanthera juruensis,0.487159299332401,-12.83,-69.29,4,Wood density
Iryanthera laevis,0.500302806359846,-12.83,-69.29,4,Wood density
Laetia corymbulosa,0.756370833998132,-12.83,-69.29,4,Wood density
Mabea nitida,0.525002365647576,-12.83,-69.29,4,Wood density
Myroxylon balsamum,0.7356217385616833,-12.83,-69.29,4,Wood density
Pouteria cladantha,0.559777503847671,-12.83,-69.29,4,Wood density
Pouteria torta,0.672294571378118,-12.83,-69.29,4,Wood density
Sloanea stipitata,0.458256341279897,-12.83,-69.29,4,Wood density
Sorocea briquetii,0.553089131707188,-12.83,-69.29,4,Wood density
Swartzia leptopetala,0.570948458504602,-12.83,-69.29,4,Wood density
Symphonia globulifera,0.5947161666910667,-12.83,-69.29,4,Wood density
Virola calophylla,0.441927718891218,-12.83,-69.29,4,Wood density
Zanthoxylum juniperinum,0.4778714479506271,-12.83,-69.29,4,Wood density
Brosimum guianense,0.657721719354562,-12.83,-69.28,4,Wood density
Cabralea canjerana,0.385357539597079,-12.83,-69.28,4,Wood density
Calycophyllum megistocaulum,0.592681681130737,-12.83,-69.28,4,Wood density
Copaifera reticulata,0.7225928923409847,-12.83,-69.28,4,Wood density
Diplotropis purpurea,0.689384625289125,-12.83,-69.28,4,Wood density
Drypetes gentryi,0.715461038838372,-12.83,-69.28,4,Wood density
Eschweilera coriacea,0.5853490760564299,-12.83,-69.28,4,Wood density
Inga spectabilis,0.604937664579746,-12.83,-69.28,4,Wood density
Manilkara inundata,0.377666470588625,-12.83,-69.28,4,Wood density
Meliosma herbertii,0.536760417074663,-12.83,-69.28,4,Wood density
Oxandra xylopioides,0.590985870654607,-12.83,-69.28,4,Wood density
Pouteria torta,0.687527126770038,-12.83,-69.28,4,Wood density
Pseudolmedia laevis,0.751659561231501,-12.83,-69.28,4,Wood density
Pseudolmedia macrophylla,0.5973942567179066,-12.83,-69.28,4,Wood density
Sagotia racemosa,0.642750333644331,-12.83,-69.28,4,Wood density
Tetragastris panamensis,0.564801125919373,-12.83,-69.28,4,Wood density
Caraipa densifolia,0.6143954591749784,-12.83,-69.27,4,Wood density
Dialium guianense,0.695573423965849,-12.83,-69.27,4,Wood density
Enterolobium schomburgkii,0.630208294772462,-12.83,-69.27,4,Wood density
Hebepetalum humiriifolia,0.717991052940651,-12.83,-69.27,4,Wood density
Hevea guianensis,0.588858737093217,-12.83,-69.27,4,Wood density
Hymenaea oblongifolia,0.713802333647564,-12.83,-69.27,4,Wood density
Inga tenuistipula,0.643365743267866,-12.83,-69.27,4,Wood density
Laetia procera,0.535914551623568,-12.83,-69.27,4,Wood density
Licania heteromorpha,0.756592708692764,-12.83,-69.27,4,Wood density
Meliosma herbertii,0.490707806195384,-12.83,-69.27,4,Wood density
Miconia punctata,0.481391569278935,-12.83,-69.27,4,Wood density
Micropholis guyanensis,0.5933517311944263,-12.83,-69.27,4,Wood density
Micropholis venulosa,0.69577263895643,-12.83,-69.27,4,Wood density
Minquartia guianensis,0.7309856938752941,-12.83,-69.27,4,Wood density
Ocotea bofo,0.5374849109365423,-12.83,-69.27,4,Wood density
Pourouma cucura,0.643990022758859,-12.83,-69.27,4,Wood density
Pourouma minor,0.507097732641393,-12.83,-69.27,4,Wood density
Pseudolmedia laevigata,0.5564990501017147,-12.83,-69.27,4,Wood density
Pseudolmedia macrophylla,0.5289926312426608,-12.83,-69.27,4,Wood density
Quararibea ochrocalyx,0.692182278936757,-12.83,-69.27,4,Wood density
Roucheria columbiana,0.719890897656466,-12.83,-69.27,4,Wood density
Tachigali polyphylla,0.646939015891468,-12.83,-69.27,4,Wood density
Tachigali rugosa,0.548988376206256,-12.83,-69.27,4,Wood density
Tetragastris altissima,0.58438582758682,-12.83,-69.27,4,Wood density
Virola calophylla,0.44493678007360793,-12.83,-69.27,4,Wood density
Bertholletia excelsa,0.66228975917379,-12.82,-69.26,4,Wood density
Calophyllum brasiliense,0.569381046917912,-12.82,-69.26,4,Wood density
Helicostylis tomentosa,0.700906958611421,-12.82,-69.26,4,Wood density
Hymenaea parvifolia,0.637137066986253,-12.82,-69.26,4,Wood density
Iryanthera laevis,0.629618840150679,-12.82,-69.26,4,Wood density
Jacaranda copaia,0.496549260714308,-12.82,-69.26,4,Wood density
Licania heteromorpha,0.863533945383594,-12.82,-69.26,4,Wood density
Miconia dolichorrhyncha,0.664200970346366,-12.82,-69.26,4,Wood density
Pourouma minor,0.5533941836337083,-12.82,-69.26,4,Wood density
Tachigali polyphylla,0.641733001123472,-12.82,-69.26,4,Wood density
Tetragastris altissima,0.612567021966554,-12.82,-69.26,4,Wood density
Virola sebifera,0.429945338163282,-12.82,-69.26,4,Wood density
Acacia auriculiformis,0.55,-12.7,131,4,Wood density
Erythrophleum chlorostachys,1.25,-12.7,131,4,Wood density
Eucalyptus tetrodonta,1.05,-12.7,131,4,Wood density
Melaleuca viridiflora,0.85,-12.7,131,4,Wood density
Aniba guianensis,0.483280089753554,-12.49,-68.96,4,Wood density
Aniba taubertiana,0.5911365723919,-12.49,-68.96,4,Wood density
Aniba terminalis,0.484948355284162,-12.49,-68.96,4,Wood density
Clarisia biflora,0.599096207883832,-12.49,-68.96,4,Wood density
Drypetes amazonica,0.605615641869977,-12.49,-68.96,4,Wood density
Inga laurina,0.5791557652643219,-12.49,-68.96,4,Wood density
Minquartia guianensis,0.572817260465116,-12.49,-68.96,4,Wood density
Myroxylon balsamum,0.658906266695648,-12.49,-68.96,4,Wood density
Pouteria ephedrantha,0.668493747062244,-12.49,-68.96,4,Wood density
Pouteria torta,0.586190427233858,-12.49,-68.96,4,Wood density
Pseudolmedia laevis,0.5732678029810974,-12.49,-68.96,4,Wood density
Quararibea wittii,0.5069308548102106,-12.49,-68.96,4,Wood density
Trichilia adolfi,0.609294616680725,-12.49,-68.96,4,Wood density
Triplaris poeppigiana,0.392384027543918,-12.49,-68.96,4,Wood density
Turpinia occidentalis,0.39810378818804,-12.49,-68.96,4,Wood density
Ficus racemosa,0.45,-12.4,130.9,4,Wood density
Melaleuca leucadendra,0.85,-12.4,130.9,4,Wood density
Cordia alliodora,0.41328125,-11.41,-55.33,4,Wood density
Amburana cearensis,0.2800250974349897,-11,-66,4,Wood density
Aspidosperma parvifolium,0.33038517585593363,-11,-66,4,Wood density
Aspidosperma ramiflorum,0.35598368768289784,-11,-66,4,Wood density
Bellucia pentamera,0.3759577890119725,-11,-66,4,Wood density
Bertholletia excelsa,0.28649800367847084,-11,-66,4,Wood density
Brosimum lactescens,0.42323868869396436,-11,-66,4,Wood density
Cariniana micrantha,0.2716052961425608,-11,-66,4,Wood density
Cecropia ficifolia,0.2288360753742299,-11,-66,4,Wood density
Cedrela odorata,0.2514983229331026,-11,-66,4,Wood density
Cedrelinga cateniformis,0.2753072152840245,-11,-66,4,Wood density
Couratari guianensis,0.42807803413831647,-11,-66,4,Wood density
Ochroma pyramidale,0.2393316716639375,-11,-66,4,Wood density
Pseudolmedia laevis,0.42903183905918774,-11,-66,4,Wood density
Rinoreocarpus ulei,0.40806656998377483,-11,-66,4,Wood density
Swietenia macrophylla,0.3520391088174779,-11,-66,4,Wood density
Theobroma speciosum,0.3386670257399801,-11,-66,4,Wood density
Trema micrantha,0.26475613737176107,-11,-66,4,Wood density
Amaioua guianensis,0.609638054422707,-10.81,-68.77,4,Wood density
Banara nitida,0.566045365754021,-10.81,-68.77,4,Wood density
Brosimum guianense,0.44099499760788,-10.81,-68.77,4,Wood density
Chrysophyllum lucentifolium,0.594806353493517,-10.81,-68.77,4,Wood density
Eschweilera coriacea,0.62859939074978,-10.81,-68.77,4,Wood density
Nealchornea yapurensis,0.6097810754257416,-10.81,-68.77,4,Wood density
Pseudolmedia macrophylla,0.562385565742678,-10.81,-68.77,4,Wood density
Tetragastris altissima,0.5096711360761585,-10.81,-68.77,4,Wood density
Brosimum lactescens,0.5981732019664633,-10.79,-68.77,4,Wood density
Licania heteromorpha,0.725631738536519,-10.79,-68.77,4,Wood density
Licania miltonii,0.627296799526498,-10.79,-68.77,4,Wood density
Minquartia guianensis,0.675961291409223,-10.79,-68.77,4,Wood density
Pausandra trianae,0.559511860931493,-10.79,-68.77,4,Wood density
Pseudolmedia laevis,0.515650098018427,-10.79,-68.77,4,Wood density
Tetragastris altissima,0.4300884359514612,-10.79,-68.77,4,Wood density
Brosimum alicastrum,0.596150444218361,-10.56,-68.31,4,Wood density
Dialium guianense,0.6254936064514185,-10.56,-68.31,4,Wood density
Galipea trifoliata,0.60069967331076,-10.56,-68.31,4,Wood density
Heisteria ovata,0.6579421205955098,-10.56,-68.31,4,Wood density
Neea floribunda,0.720930767934716,-10.56,-68.31,4,Wood density
Poeppigia procera,0.670992834593921,-10.56,-68.31,4,Wood density
Pseudolmedia laevis,0.549948350351633,-10.56,-68.31,4,Wood density
Sorocea briquetii,0.6553036312361243,-10.56,-68.31,4,Wood density
Swietenia macrophylla,0.5904212684479,-10.56,-68.31,4,Wood density
Tetragastris altissima,0.48575668444499215,-10.56,-68.31,4,Wood density
Vitex triflora,0.6041853897008796,-10.56,-68.31,4,Wood density
Aspidosperma parvifolium,0.5292900316900402,-10.55,-68.3,4,Wood density
Aspidosperma ulei,0.581428714352917,-10.55,-68.3,4,Wood density
Casearia arborea,0.663799369853979,-10.55,-68.3,4,Wood density
Cedrela odorata,0.511446669738586,-10.55,-68.3,4,Wood density
Eschweilera parvifolia,0.5770877865789974,-10.55,-68.3,4,Wood density
Ficus maxima,0.265728884729391,-10.55,-68.3,4,Wood density
Hymenaea oblongifolia,0.620472060416113,-10.55,-68.3,4,Wood density
Manilkara inundata,0.497565825239698,-10.55,-68.3,4,Wood density
Metrodorea flavida,0.653093773803254,-10.55,-68.3,4,Wood density
Mezilaurus ita-uba,0.483553006780615,-10.55,-68.3,4,Wood density
Onychopetalum periquino,0.37696666003386903,-10.55,-68.3,4,Wood density
Quararibea cordata,0.308406262630111,-10.55,-68.3,4,Wood density
Tachigali paniculata,0.539804600479108,-10.55,-68.3,4,Wood density
Zanthoxylum rhoifolium,0.535151496346403,-10.55,-68.3,4,Wood density
Abarema jupunba,0.6007,-6.8,-73.91,4,Wood density
Agonandra brasiliensis,0.74,-6.8,-73.91,4,Wood density
Albizia niopoides,0.533333333333333,-6.8,-73.91,4,Wood density
Alchornea glandulosa,0.3974,-6.8,-73.91,4,Wood density
Alchornea latifolia,0.49,-6.8,-73.91,4,Wood density
Alchornea triplinervia,0.5734,-6.8,-73.91,4,Wood density
Alchorneopsis floribunda,0.3974,-6.8,-73.91,4,Wood density
Allantoma decandra,0.51,-6.8,-73.91,4,Wood density
Allophylus amazonicus,0.55,-6.8,-73.91,4,Wood density
Allophylus scrobiculatus,0.53,-6.8,-73.91,4,Wood density
Alseis blackiana,0.5359895675,-6.8,-73.91,4,Wood density
Amaioua guianensis,0.7674,-6.8,-73.91,4,Wood density
Amanoa guianensis,0.7674,-6.8,-73.91,4,Wood density
Amburana cearensis,0.55,-6.8,-73.91,4,Wood density
Anacardium occidentale,0.5,-6.8,-73.91,4,Wood density
Anaxagorea dolichocarpa,0.5494,-6.8,-73.91,4,Wood density
Andira inermis,0.638333333333333,-6.8,-73.91,4,Wood density
Andira surinamensis,0.688273333333333,-6.8,-73.91,4,Wood density
Aniba canellila,0.9734,-6.8,-73.91,4,Wood density
Aniba hostmanniana,0.538125,-6.8,-73.91,4,Wood density
Aniba panurensis,0.543002096143837,-6.8,-73.91,4,Wood density
Aniba riparia,0.62,-6.8,-73.91,4,Wood density
Aniba terminalis,0.538125,-6.8,-73.91,4,Wood density
Annona muricata,0.4,-6.8,-73.91,4,Wood density
Anomospermum grandifolium,0.64,-6.8,-73.91,4,Wood density
Aparisthmium cordatum,0.38745,-6.8,-73.91,4,Wood density
Apeiba glabra,0.444910281743349,-6.8,-73.91,4,Wood density
Apeiba petoumo,0.31739999999999996,-6.8,-73.91,4,Wood density
Apeiba tibourbou,0.12000000000000001,-6.8,-73.91,4,Wood density
Apuleia leiocarpa,0.77942,-6.8,-73.91,4,Wood density
Ardisia guianensis,0.61992,-6.8,-73.91,4,Wood density
Aspidosperma excelsum,0.7414,-6.8,-73.91,4,Wood density
